Industry Clean,Mapped,count,Industry Ref
Performing Arts,true,1,Sort-of-Government-Run Performing Arts Nonprofit
Spa,,1,Spa
Defense & Space,true,1,Space imaging
Defense & Space,true,1,"Space, Government"
Events Services,true,1,Special Events/Live Events
Special Libraries,,1,Special Libraries
Hospital & Health Care,true,1,Special libraries / health association
Speciality coffee,,1,Speciality coffee
Food & Beverages,true,1,Specialty Food
Retail,true,1,Specialty Retail Marketing
Retail,true,1,specialty retail outdoor
Hospital & Health Care,true,1,specialty society for healthcare
Speech-Language Pathologist,,1,Speech-Language Pathologist
Import and Export,true,1,Spirits Importing
Retail,true,1,Spirits/Retail
Sport,,1,Sport
Non-Profit Organization Management,true,1,Sport non-profit
Consumer Goods,true,1,Sporting goods equipment
Recreational Facilities and Services,true,1,Sports and Recreation
Apparel & Fashion,true,1,Sports Apparel
Broadcast Media,true,1,Sports Broadcasting
Sports,true,1,Sports Management
Non-Profit Organization Management,true,1,Sports nonprofit
Sports,true,1,Sports Television
Entertainment,true,1,Sports/Entertainment
Apparel & Fashion,true,1,Sports/fashion
Music,true,1,Sports/Live Music
Manufacturing,true,1,Spring Manufacturing
Staffing,,1,Stafffing
Staffing and Recruiting,true,1,Staffing & Recruiting
Staffing and Recruiting,true,1,Staffing and Recruiting
Staffing and Recruiting,true,1,Staffing/IT
Stainless Steel Fabricating,,1,Stainless Steel Fabricating
Starbucks,,1,Starbucks
startup marketing - content,,1,startup marketing - content
Government Administration,true,1,State and Local Governement
Environmental Services,true,1,State Environmental Agency
Facilities Services,true,1,state government - business mgmt/facilities
Government Administration,true,1,State government - child support
Government Administration,true,1,State Government - Department of Transportation
Hospital & Health Care,true,1,State Government - Public Health
Government Administration,true,1,State Government (Higher Ed)
Government Administration,true,1,State government tax
Primary & Secondary Education,true,1,State Government--Department of Education
Government Administration,true,1,State government-transportation
Primary & Secondary Education,true,1,State government/Education
Government Administration,true,1,State Government/Finance
Hospital & Health Care,true,1,State Government/Health Care Administration
Government Administration,true,1,State government/politics
State govt,,1,State govt
Hospital & Health Care,true,1,State Health and Human Services
Hospital & Health Care,true,1,State health department
Political Organization,true,1,State Politics
stay at home industry,,1,stay at home industry
Steam heating,,1,Steam heating
Building Materials,true,1,Steel building manufacturing
Manufacturing,true,1,Steel Manufacturing
Non-Profit Organization Management,true,1,STEM-focused non-profit
Stone and Tile,,1,Stone and Tile
Storage,,1,Storage
Public Relations and Communications,true,1,Strategic Comms/Public Relations
Strategy,,1,Strategy
Strawberry,,1,Strawberry
Media,true,1,Streaming Media
Stressin,,1,Stressin
Structural Steel,,1,Structural Steel
"Student , kinda unemployed",,1,"Student , kinda unemployed"
Student Affairs,,1,Student Affairs
Student Housing,,1,Student Housing
Student Housing (Privatized),,1,Student Housing (Privatized)
SubPrime Finance,,1,SubPrime Finance
Substance abuse treatment center,,1,Substance abuse treatment center
Summer Camp/Child Care,,1,Summer Camp/Child Care
Supply chain and logistics,,1,Supply chain and logistics
Supply Chain Integration,,1,Supply Chain Integration
Transportation/Trucking/Railroad,true,1,Supply Chain Logistics / Armored transportation
Supply Chain Mgmt/Business Process Mgmt,,1,Supply Chain Mgmt/Business Process Mgmt
Computer Software,true,1,Supply Chain Software
Transportation/Trucking/Railroad,true,1,Supply Chain Transportation
Support,,1,Support
Support Work,,1,Support Work
Supranational organisation,,1,Supranational organisation
Sushi restaurant industry,,1,Sushi restaurant industry
Sustainability,,1,Sustainability
Non-Profit Organization Management,true,1,Sustainability non-profit
SW engineering,,1,SW engineering
Swimming pools,,1,Swimming pools
System integrator,,1,System integrator
Systems Integration,,1,Systems Integration
T,,1,T
Tacos,,1,Tacos
Talent Development,,1,Talent Development
Talent Management,,1,Talent Management
Talent Operations,,1,Talent Operations
Accounting,true,1,Tax and Accounting
Tax and Audit,,1,Tax and Audit
Financial Services,true,1,Tax and financial assistance
Tax and Payroll,,1,Tax and Payroll
Law Practice,true,1,Tax Law
Tax preparation,,1,Tax preparation
Tax Preparation (Professional Services),,1,Tax Preparation (Professional Services)
Tax/finance,,1,Tax/finance
Legal Services,true,1,Tax/Legal
Accounting,true,1,Taxation and accounting
Teacher,,1,Teacher
Tecg,,1,Tecg
Tech - a startup,,1,Tech - a startup
Information Technology and Services,true,1,Tech - IT department of national insurance company
Computer Software,true,1,Tech - Software Dev
Computer Software,true,1,Tech - Software development
Tech - web development,,1,Tech - web development
Tech (Adtech startup),,1,Tech (Adtech startup)
Tech (for HR),,1,Tech (for HR)
Tech (mainly fintech),,1,Tech (mainly fintech)
Tech (Managed Service Provider),,1,Tech (Managed Service Provider)
Tech/SaaS,,1,Tech (SaaS)
Tech (Social),,1,Tech (Social)
Tech /  E-Commerce,,1,Tech /  E-Commerce
Tech / Agriculture,,1,Tech / Agriculture
Tech / Ecomm,,1,Tech / Ecomm
Tech / non profit,,1,Tech / non profit
Tech / Speech Recognition,,1,Tech / Speech Recognition
Tech & Management Consulting,,1,Tech & Management Consulting
Tech adjacent,,1,Tech adjacent
Tech and Consumer Devices,,1,Tech and Consumer Devices
Tech company,,1,Tech company
Tech distribution,,1,Tech distribution
Tech Firm,,1,Tech Firm
Computer Hardware,true,1,Tech Hardware Sales
Tech Innovation,,1,Tech Innovation
Manufacturing,true,1,Tech Manufacturing/Amazon Marketplace
tech professional services,,1,tech professional services
Staffing and Recruiting,true,1,Tech Recruiting
Tech Recruitment,,1,Tech Recruitment
Non-Profit Organization Management,true,1,Tech sales for nonprofits
Computer & Network Security,true,1,Tech Security
Tech startups,,1,Tech startups
Tech-Payments,,1,Tech-Payments
"Tech, big data",,1,"Tech, big data"
Food & Beverages,true,1,"Tech, Food & Beverage"
Food & Beverages,true,1,"Tech, Food, Operations"
Tech/ fintech,,1,Tech/ fintech
Tech/ Internet,,1,Tech/ Internet
Tech/Advertising,,1,Tech/Advertising
Tech/Cloud Computing Provider,,1,Tech/Cloud Computing Provider
Tech/coworking,,1,Tech/coworking
Tech/Databases,,1,Tech/Databases
Tech/Digital,,1,Tech/Digital
Military,true,1,tech/education & some military contracting
Hospital & Health Care,true,1,Tech/Healthcare
Tech/Life Sciences,,1,Tech/Life Sciences
Media,true,1,Tech/Media
Publishing,true,1,Tech/Print/Publishing
Real Estate,true,1,Tech/Real Estate
Retail,true,1,Tech/retail
Tech/services,,1,Tech/services
Tech/Startups (Creative focused team),,1,Tech/Startups (Creative focused team)
Tech/Telecom,,1,Tech/Telecom
Tech/Urban Development,,1,Tech/Urban Development
Techncial Consulting,,1,Techncial Consulting
Technical and customer supp,,1,Technical and customer supp
Technical Consulting,,1,Technical Consulting
Technical Documentation,,1,Technical Documentation
Technical Installation,,1,Technical Installation
Technical Support,,1,Technical Support
Technologies,,1,Technologies
Hospital & Health Care,true,1,Technology - Health Insurance
Technology (Data Science),,1,Technology (Data Science)
Computer Software,true,1,Technology (social media software)
Technology/Finance,,1,Technology / Finance
Technology / New Product Development,,1,Technology / New Product Development
Technology & Data,,1,Technology & Data
Technology Company,,1,Technology Company
Technology Contractor,,1,Technology Contractor
Technology Distribution,,1,Technology Distribution
Government Administration,true,1,Technology Governance
Technology in finance,,1,Technology in finance
Technology learning,,1,Technology learning
Technology Management,,1,Technology Management
Staffing and Recruiting,true,1,Technology Recruiting
Technology Sales and Service,,1,Technology Sales and Service
Computer Software,true,1,technology software saas
Technology Sotware,,1,Technology Sotware
"Technology, Online Community",,1,"Technology, Online Community"
Computer Games,true,1,"Technology, Video Games"
Technology/Finance,,1,Technology/Finance
Technology/IT,,1,Technology/IT
Media,true,1,Technology/media
Retail,true,1,Technology/online retail
Technology (SaaS),,1,Technology/Saas
Techonolgy,,1,Techonolgy
TEFL,,1,TEFL
Telcom Expense Management,,1,Telcom Expense Management
Construction,true,1,Telecom Construction
Design,true,1,Telecom Engineering & Design
Computer Software,true,1,Telecom Software Reseller
Telecom/Cloud,,1,Telecom/Cloud
Telecommunications,true,1,Telecommunications Association
Construction,true,1,Telecommunications Construction
Computer Software,true,1,Telecommunications software
Telecommunications,true,1,Telecommunications/Tech
Fund-Raising,true,1,telemarketing/data/fundraising
Telematics,,1,Telematics
Telemessaging,,1,Telemessaging
Broadcast Media,true,1,Television - Broadcast
Media,true,1,Television Media
Television news,,1,Television news
Temp Work,,1,Temp Work
Staffing and Recruiting,true,1,Temporary staffing
Tennis Club,,1,Tennis Club
Test & Measurement,,1,Test & Measurement
test development,,1,test development
Test prep tutoring,,1,Test prep tutoring
Test Preparation,,1,Test Preparation
Testing/Inspection/Certification,,1,Testing/Inspection/Certification
Publishing,true,1,Textbook Publishing
Textbook Sales,,1,Textbook Sales
Printing,true,1,Textile printing
Textiles,true,1,"Textiles, Marketing"
Textles,,1,Textles
Fine Art,true,1,The arts
the theater,,1,the theater
Non-Profit Organization Management,true,1,Theater/Arts Nonprofit
Performing Arts,true,1,Theater/Performing Arts
Performing Arts,true,1,Theatre / Performing Arts
Entertainment,true,1,Theatre Entertainment
Theme Parks,,1,Theme Parks
Thermo ware,,1,Thermo ware
Think tank/charity sector,,1,Think tank/charity sector
Third Party Administration of Employee Benefits,,1,Third Party Administration of Employee Benefits
Third Party Maintenance,,1,Third Party Maintenance
Third Sector / HE (collaboration),,1,Third Sector / HE (collaboration)
"Third sector, supporting disabled people",,1,"Third sector, supporting disabled people"
Tics,,1,Tics
Tile industry,,1,Tile industry
Time and Attendance,,1,Time and Attendance
timeshare,,1,timeshare
Automotive,true,1,Tire/Automotive Industry
Banking,true,1,Tissue Banking
Title Examination,,1,Title Examination
Tools,,1,Tools
"Leisure, Travel & Tourism",true,1,Tourism (Museums)
Hospitality,true,1,Tourism/Hospitality
"Leisure, Travel & Tourism",true,1,Tourism/Technology
Towing,,1,Towing
Government Administration,true,1,Town Government/Library
Town planning,,1,Town planning
Toxicology,,1,Toxicology
TPA,,1,TPA
trade,,1,trade
Trade association - telecom industry,,1,Trade association - telecom industry
Insurance,true,1,Trade Association/Insurance
trade organization,,1,trade organization
Trade Publications,,1,Trade Publications
Trade shows and conventions,,1,Trade shows and conventions
Tradeshow,,1,Tradeshow
Trading,,1,Trading
Traffic,,1,Traffic
Traffic technology--tolling,,1,Traffic technology--tolling
Transportation/Trucking/Railroad,true,1,Traffic/Transportation Engineering
Trailer dealership,,1,Trailer dealership
Professional Training & Coaching,true,1,Training and Development
Professional Training & Coaching,true,1,Training facilitation workforce development
Professional Training & Coaching,true,1,Training/Government Contracting
Transcription,,1,Transcription
Transfer Pricing,,1,Transfer Pricing
Translation and Localization,true,1,Translation (Pharmaceutical)
Translation and Localization,true,1,Translation/ Interpretation
Transport driver and retired coop employee with a pension,,1,Transport driver and retired coop employee with a pension
Airlines/Aviation,true,1,Transportation - Aviation
Transportation/Trucking/Railroad,true,1,Transportation (LTL)
Transportation/Trucking/Railroad,true,1,Transportation & Shipping
"Leisure, Travel & Tourism",true,1,Transportation & Travel
Transportation/Trucking/Railroad,true,1,Transportation Logstics
Transportation/Trucking/Railroad,true,1,transportation maintenance
